列1,募集日,地区名,路線名,駅名,所要時間,取引価格,間取り,竣工日,敷地面積,延べ面積,建蔽率,容積率,経度,緯度,築年数,補正築年数,補正所要時間,縦横比,間取り指数
1059,2020/4/1,中原1丁目,ＪＲ常磐線,南柏,1,19800000,3LDK,198606,205.13,98.9,50,100,139.96596,35.82673,33.85753425,35.55041096,0.900692862,2,4.5
1060,2020/4/1,西原2丁目,東武野田線,江戸川台,8,26300000,4LDK,201811,101,96,60,160,139.91937,35.89822,1.416438356,1.416438356,7.95779933,2.666666667,5.5
1061,2020/4/1,あかね町,ＪＲ常磐線,柏,20,27800000,4LDK,201907,113.31,99.22,50,100,139.97855,35.84998,0.753424658,0.753424658,10.16591168,2,5.5
1062,2020/4/1,豊住1丁目,ＪＲ常磐線,南柏,12,33990000,3LDK,201908,158.98,109.09,50,100,139.96172,35.83975,0.668493151,0.668493151,10.80831435,2,4.5
1063,2020/4/1,豊住3丁目,東武野田線,新柏,8,25900000,3LDK,201908,111.03,100.4,50,100,139.96355,35.83827,0.668493151,0.668493151,8.042650641,2,4.5
1064,2020/4/1,つくしが丘4丁目,東武野田線,新柏,3,38800000,4LDK,202002,127.35,99.63,60,150,139.96826,35.83595,0.164383562,0.164383562,3.015993991,2.5,5.5
1065,2020/4/1,豊住3丁目,東武野田線,新柏,2,33900000,4LDK,202002,125.7,103.71,60,150,139.96355,35.83827,0.164383562,0.164383562,2.01066266,2.5,5.5
1066,2020/4/1,豊住4丁目,東武野田線,新柏,5,21500000,4LDK,200610,105.01,90.67,60,200,139.96577,35.84224,13.50958904,14.18506849,5.026656651,3.333333333,5.5
1067,2020/4/1,増尾台3丁目,東武野田線,逆井,12,29900000,3LDK,201912,127.7,98.95,50,100,139.97473,35.8247,0.334246575,0.334246575,12.25353478,2,4.5
1068,2020/4/1,西柏台1丁目,東武野田線,初石,12,18900000,5LDK,199401,152.06,130.83,60,150,139.92465,35.88567,26.26575342,27.5790411,12.11440605,2.5,6.5
1069,2020/4/1,高田,ＪＲ常磐線,柏,36,21900000,3LDK,201703,120.52,103.5,60,200,139.94922,35.8777,3.087671233,3.087671233,18.29864103,3.333333333,4.5
1070,2020/4/1,南逆井4丁目,新京成電鉄,五香,19,3500000,4DK,198410,84.8,82.8,50,100,139.97462,35.80325,35.52328767,37.29945205,18.62578144,2,5
1071,2020/4/1,高柳1丁目,東武野田線,高柳,6,27800000,3LDK,201712,112.28,98.54,60,200,139.99794,35.8078,2.334246575,2.334246575,6.13134808,3.333333333,4.5
1072,2020/4/1,あけぼの3丁目,東武野田線,柏,10,36800000,4LDK,201912,123.04,100.6,60,200,139.97176,35.86913,0.334246575,0.334246575,5.082955842,3.333333333,5.5
1073,2020/4/1,豊住5丁目,東武野田線,新柏,5,27800000,3LDK,201907,125.28,98.82,50,100,139.96672,35.84079,0.753424658,0.753424658,5.026656651,2,4.5
1074,2020/4/1,布施新町1丁目,ＪＲ常磐線,我孫子,34,25700000,4LDK,201912,140.39,102.26,50,100,140.00124,35.89001,0.334246575,0.334246575,30.85035629,2,5.5
1075,2020/4/1,篠籠田,東武野田線,豊四季,15,6900000,4DK,196904,152,88.8,60,150,139.94336,35.86812,51.03561644,56.13917808,15.2875554,2.5,5
1076,2020/4/1,新逆井1丁目,新京成電鉄,五香,23,5190000,4DK,197201,88.27,82.2,50,100,139.97218,35.81209,48.28219178,53.11041096,22.54699859,2,5
1077,2020/4/1,松葉町6丁目,つくばエクスプレス,柏の葉キャンパス,27,22500000,2LDK,201903,141.85,88.59,50,100,139.96803,35.89154,1.087671233,1.087671233,26.27608147,2,3.5
1078,2020/4/1,松葉町6丁目,つくばエクスプレス,柏の葉キャンパス,27,24800000,2LDK,201903,135.9,94.39,50,100,139.96803,35.89154,1.087671233,1.087671233,26.27608147,2,3.5
1079,2020/4/1,東中新宿3丁目,東武野田線,新柏,17,27800000,2LDK,202002,120.44,98.53,50,100,139.96339,35.82977,0.164383562,0.164383562,17.09063261,2,3.5
1080,2020/4/1,青葉台1丁目,ＪＲ常磐線,南柏,1,30980000,3LDK,201908,168.95,102.98,60,200,139.96272,35.81493,0.668493151,0.668493151,0.900692862,3.333333333,4.5
1081,2020/4/1,高柳,東武野田線,高柳,9,22800000,4LDK,201907,125.06,100.44,50,100,139.99794,35.8078,0.753424658,0.753424658,9.197022119,2,5.5
1082,2020/4/1,高柳,東武野田線,高柳,9,22800000,4LDK,201907,125.08,103.06,50,100,139.99794,35.8078,0.753424658,0.753424658,9.197022119,2,5.5
1083,2020/4/1,南増尾,新京成電鉄,五香,25,21900000,4LDK,201909,132.5,105.98,50,100,139.97408,35.81639,0.583561644,0.583561644,24.50760716,2,5.5
1084,2020/4/1,南逆井6丁目,新京成電鉄,五香,22,24900000,4LDK,201911,148.08,105.98,50,100,139.97791,35.80551,0.416438356,0.416438356,21.5666943,2,5.5
1085,2020/4/1,大井,ＪＲ常磐線,柏,8,26900000,4LDK,201912,155,108.68,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1086,2020/4/1,大井,ＪＲ常磐線,柏,8,26900000,4LDK,201912,155,110.13,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1087,2020/4/1,大井,ＪＲ常磐線,柏,8,26900000,4LDK,201912,155,107.64,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1088,2020/4/1,大井,ＪＲ常磐線,柏,8,26900000,4LDK,201912,155,108.27,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1089,2020/4/1,大井,ＪＲ常磐線,柏,8,26900000,4LDK,201912,155,108.05,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1090,2020/4/1,大井,ＪＲ常磐線,柏,8,22900000,4LDK,201912,198,103.5,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1091,2020/4/1,大井,ＪＲ常磐線,柏,8,22900000,4LDK,201912,162,107.64,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1092,2020/4/1,大井,ＪＲ常磐線,柏,8,24900000,4LDK,201912,155,106.81,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1093,2020/4/1,大井,ＪＲ常磐線,柏,8,24900000,4LDK,201912,155,109,60,150,140.00441,35.85015,0.334246575,0.334246575,4.066364673,2.5,5.5
1094,2020/4/1,中原1丁目,東武野田線,増尾,1,20800000,4LDK,201905,103.5,96.88,80,200,139.96596,35.82673,0.920547945,0.920547945,1.02389472,2.5,5.5
1095,2020/4/1,東中新宿3丁目,東武野田線,新柏,14,26900000,4LDK,201910,123.04,112.2,50,100,139.96339,35.82977,0.501369863,0.501369863,14.07463862,2,5.5
1096,2020/4/1,西原5丁目,東武野田線,初石,14,24980000,3LDK,201906,72.46,80.1,60,150,139.91978,35.89122,0.835616438,0.835616438,14.13347372,2.5,4.5
1097,2020/4/1,あけぼの3丁目,ＪＲ常磐線,柏,8,32500000,2LDK,202003,86.02,92.74,60,160,139.97176,35.86913,0.084931507,0.084931507,4.066364673,2.666666667,3.5
1098,2020/4/1,東中新宿3丁目,東武野田線,新柏,17,28300000,4LDK,201910,120.36,98.53,50,100,139.96339,35.82977,0.501369863,0.501369863,17.09063261,2,5.5
1099,2020/4/1,南逆井7丁目,新京成電鉄,五香,28,15990000,4LDK,201001,107.87,95.58,50,100,139.98103,35.80743,10.25479452,10.25479452,27.44852002,2,5.5
1100,2020/4/1,塚崎3丁目,ＪＲ常磐線,柏,7,18300000,4LDK,201008,98.53,98.53,50,150,140.00095,35.83279,9.673972603,9.673972603,3.558069089,3,5.5
1101,2020/4/1,酒井根6丁目,ＪＲ常磐線,南柏,2,25900000,4LDK,202001,180.82,101.43,50,100,139.95744,35.82371,0.249315068,0.249315068,1.801385724,2,5.5
1102,2020/4/1,西原5丁目,東武野田線,初石,13,33900000,4LDK,202005,133.25,116.65,60,150,139.91978,35.89122,0.082191781,0.082191781,13.12393988,2.5,5.5
1103,2020/4/1,東3丁目,ＪＲ常磐線,柏,19,28800000,3LDK,202001,104.67,94.77,50,100,139.98206,35.85414,0.249315068,0.249315068,9.657616099,2,4.5
1104,2020/4/1,東3丁目,ＪＲ常磐線,柏,19,26800000,3LDK,202001,103.02,93.96,50,100,139.98206,35.85414,0.249315068,0.249315068,9.657616099,2,4.5
1105,2020/4/1,南逆井1丁目,新京成電鉄,五香,15,28800000,4LDK,202006,137.42,97.7,50,100,139.97037,35.80757,0.167123288,0.167123288,14.7045643,2,5.5
1106,2020/4/1,逆井2丁目,東武野田線,逆井,8,27800000,3LDK,202002,154.99,104.74,60,150,139.97961,35.82438,0.164383562,0.164383562,8.169023189,2.5,4.5
1107,2020/4/1,戸張,ＪＲ常磐線,柏,26,28800000,4LDK,201901,243.67,95.48,50,100,139.99359,35.856,1.249315068,1.249315068,13.21568519,2,5.5
1108,2020/4/1,増尾台2丁目,東武野田線,増尾,12,29900000,3LDK,202005,109.32,103.4,50,100,139.9711,35.82467,0.082191781,0.082191781,12.28673664,2,4.5
1109,2020/4/1,南逆井4丁目,新京成電鉄,五香,14,29800000,4LDK,202005,245.23,101.02,50,100,139.97462,35.80325,0.082191781,0.082191781,13.72426001,2,5.5
1110,2020/4/1,大室,つくばエクスプレス,柏たなか,14,32800000,4LDK,202003,137.58,103.5,60,200,139.96175,35.91197,0.084931507,0.084931507,14.47239022,3.333333333,5.5
1111,2020/4/1,南逆井1丁目,新京成電鉄,五香,15,28800000,3LDK,202007,137.42,97.7,50,100,139.97037,35.80757,0.249315068,0.249315068,14.7045643,2,4.5
1112,2020/4/1,藤心1丁目,東武野田線,逆井,14,12000000,4LDK,198506,103.19,85.28,50,100,139.99205,35.82784,34.85753425,36.60041096,14.29579058,2,5.5
1113,2020/4/1,逆井4丁目,東武野田線,逆井,8,17500000,4LDK,200405,105.7,95.89,50,100,139.97916,35.8198,15.92876712,16.72520548,8.169023189,2,5.5
1114,2020/4/1,南増尾7丁目,新京成電鉄,五香,22,19900000,4LDK,201911,140.07,100.19,60,160,139.96152,35.81102,0.416438356,0.416438356,21.5666943,2.666666667,5.5
1115,2020/4/1,増尾4丁目,東武野田線,増尾,16,19400000,3LDK,201910,125.09,102.26,50,100,139.98355,35.83547,0.501369863,0.501369863,16.38231552,2,4.5
1116,2020/4/1,中央2丁目,ＪＲ常磐線,柏,10,36900000,3LDK,201910,103.27,89.84,60,200,139.97214,35.85558,0.501369863,0.501369863,5.082955842,3.333333333,4.5
1117,2020/4/1,逆井5丁目,新京成電鉄,五香,24,24900000,4LDK,201911,167.43,105.99,50,100,139.98439,35.81891,0.416438356,0.416438356,23.52730288,2,5.5
1118,2020/4/1,高柳,東武野田線,高柳,6,22800000,4LDK,201911,171.42,101.84,50,100,139.99794,35.8078,0.416438356,0.416438356,6.13134808,2,5.5
1119,2020/4/1,つくしが丘3丁目,東武野田線,新柏,7,24900000,4LDK,201910,159.6,98.95,50,100,139.96564,35.83506,0.501369863,0.501369863,7.037319311,2,5.5
1120,2020/4/1,南増尾2丁目,ＪＲ常磐線,南柏,4,22900000,4LDK,202002,138.37,99.37,50,100,139.96759,35.81717,0.164383562,0.164383562,3.602771449,2,5.5
1121,2020/4/1,東逆井1丁目,東武野田線,逆井,4,22900000,4LDK,201908,106.12,97.29,60,160,139.98282,35.8258,0.668493151,0.668493151,4.084511595,2.666666667,5.5
1122,2020/4/1,豊住5丁目,東武野田線,新柏,5,36500000,4LDK,202002,160.55,105.16,50,100,139.96672,35.84079,0.164383562,0.164383562,5.026656651,2,5.5
1123,2020/4/1,豊住5丁目,東武野田線,新柏,5,33500000,4LDK,202002,187.15,112.61,50,100,139.96672,35.84079,0.164383562,0.164383562,5.026656651,2,5.5
1124,2020/4/1,みどり台2丁目,東武野田線,江戸川台,18,25900000,4LDK,202003,145.96,102.68,60,150,139.9216,35.90454,0.084931507,0.084931507,17.90504849,2.5,5.5
1125,2020/4/1,増尾台1丁目,東武野田線,増尾,7,24900000,4LDK,202003,188.58,105.16,60,150,139.97688,35.82721,0.084931507,0.084931507,7.167263038,2.5,5.5
1126,2020/4/1,あけぼの2丁目,ＪＲ常磐線,柏,11,29800000,3LDK,202004,44.78,82.6,60,160,139.9742,35.86803,0,0,5.591251426,2.666666667,4.5
1127,2020/4/1,布施,ＪＲ常磐線,北柏,23,24800000,4LDK,202003,131,102.26,60,150,139.99283,35.89152,0.084931507,0.084931507,22.06213681,2.5,5.5
1128,2020/4/1,南増尾6丁目,新京成電鉄,五香,25,23800000,4LDK,202003,129.19,100.03,60,180,139.96356,35.81116,0.084931507,0.084931507,24.50760716,3,5.5
1129,2020/4/1,光ケ丘1丁目,東武野田線,新柏,15,24800000,4LDK,202004,130.22,98.01,50,100,139.95779,35.83319,0,0,15.07996995,2,5.5
1130,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,17,23800000,4LDK,202003,130.04,102.06,50,100,139.95262,35.85528,0.084931507,0.084931507,15.31177866,2,5.5
1131,2020/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,12,31000000,3LDK,201903,104.95,99.36,50,100,139.97424,35.89674,1.087671233,1.087671233,11.67825843,2,4.5
1132,2020/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,12,31000000,3LDK,201903,104.93,99.36,50,100,139.97424,35.89674,1.087671233,1.087671233,11.67825843,2,4.5
1133,2020/4/1,東中新宿3丁目,東武野田線,新柏,15,26900000,4LDK,202005,111.36,99.15,50,100,139.96339,35.82977,0.082191781,0.082191781,15.07996995,2,5.5
1134,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,17,23800000,4LDK,202003,128.3,96.39,50,100,139.95262,35.85528,0.084931507,0.084931507,15.31177866,2,5.5
1135,2020/4/1,南増尾5丁目,新京成電鉄,五香,19,20800000,4LDK,202004,132.05,98.53,60,200,139.96654,35.80993,0,0,18.62578144,3.333333333,5.5
1136,2020/4/1,緑ケ丘,ＪＲ常磐線,柏,2,29800000,2LDK,202007,110.38,95.57,50,100,139.97009,35.8516,0.249315068,0.249315068,1.016591168,2,3.5
1137,2020/4/1,布施,ＪＲ常磐線,北柏,23,27800000,4LDK,202004,176.36,105.57,60,150,139.99283,35.89152,0,0,22.06213681,2.5,5.5
1138,2020/4/1,布施,ＪＲ常磐線,北柏,23,25800000,4LDK,202004,131,102.46,60,150,139.99283,35.89152,0,0,22.06213681,2.5,5.5
1139,2020/4/1,南逆井6丁目,新京成電鉄,五香,6,28900000,4LDK,202005,200,105.99,50,100,139.97791,35.80551,0.082191781,0.082191781,5.881825719,2,5.5
1140,2020/4/1,大室3丁目,つくばエクスプレス,柏たなか,5,49500000,3LDK,202003,153.14,103.72,50,100,139.96175,35.91197,0.084931507,0.084931507,5.168710793,2,4.5
1141,2020/4/1,根戸,ＪＲ常磐線,北柏,15,39800000,4LDK,202007,340.28,105.98,60,150,139.98645,35.88113,0.249315068,0.249315068,14.38835009,2.5,5.5
1142,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,21800000,4LDK,202005,129.89,99.62,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1143,2020/4/1,つくしが丘3丁目,東武野田線,新柏,7,29900000,4LDK,202004,105.05,93.96,50,100,139.96564,35.83506,0,0,7.037319311,2,5.5
1144,2020/4/1,つくしが丘3丁目,東武野田線,新柏,7,26900000,3LDK,202004,123.15,96.78,50,100,139.96564,35.83506,0,0,7.037319311,2,4.5
1145,2020/4/1,光ケ丘1丁目,東武野田線,新柏,15,26800000,4LDK,202004,120.01,100.44,50,100,139.95779,35.83319,0,0,15.07996995,2,5.5
1146,2020/4/1,花野井,ＪＲ常磐線,北柏,26,23900000,3LDK,202007,163.35,93.98,50,100,139.97424,35.89674,0.249315068,0.249315068,24.93980683,2,4.5
1147,2020/4/1,西原1丁目,東武野田線,江戸川台,7,26800000,4LDK,202003,104.67,102.87,60,150,139.91588,35.89653,0.084931507,0.084931507,6.963074414,2.5,5.5
1148,2020/4/1,西山1丁目,東武野田線,江戸川台,7,29800000,4LDK,201912,136.64,105.99,50,100,139.95381,35.82233,0.334246575,0.334246575,6.963074414,2,5.5
1149,2020/4/1,大津ケ丘3丁目,ＪＲ常磐線,柏,5,27800000,4LDK,202004,133.81,104.49,80,200,139.99562,35.84094,0,0,2.541477921,2.5,5.5
1150,2020/4/1,大津ケ丘3丁目,ＪＲ常磐線,柏,5,27800000,4LDK,202004,133.82,101.25,80,200,139.99562,35.84094,0,0,2.541477921,2.5,5.5
1151,2020/4/1,新富町2丁目,ＪＲ常磐線,南柏,17,24800000,4LDK,202004,125.35,101.25,50,100,139.95262,35.85528,0,0,15.31177866,2,5.5
1152,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,21800000,4LDK,202005,120.1,98.4,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1153,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,22800000,4LDK,202005,120.1,99.21,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1154,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,24800000,4LDK,202005,120.04,99.21,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1155,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,24800000,4LDK,202005,120.04,105.3,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1156,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,24800000,4LDK,202005,120.05,105.3,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1157,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,22800000,4LDK,202005,120.05,111.78,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1158,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,21800000,2LDK,202005,138.22,108.54,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,3.5
1159,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,23800000,4LDK,202005,120.31,105.3,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1160,2020/4/1,伊勢原1丁目,東武野田線,江戸川台,20,21800000,4LDK,202005,129.86,100.43,60,200,139.92816,35.90265,0.082191781,0.082191781,19.89449833,3.333333333,5.5
1161,2020/4/1,あかね町,ＪＲ常磐線,柏,6,29800000,4LDK,202004,114.96,104.34,50,100,139.97855,35.84998,0,0,3.049773505,2,5.5
1162,2020/4/1,柏,東武野田線,柏,22,12800000,5LDK,199308,138.34,112.61,60,100,139.98651,35.86444,26.68493151,28.01917808,11.18250285,1.666666667,6.5
1163,2020/4/1,つくしが丘5丁目,東武野田線,新柏,11,26900000,4LDK,201902,137.88,102.68,50,100,139.96756,35.83136,1.164383562,1.164383562,11.05864463,2,5.5
1164,2020/4/1,光ケ丘3丁目,ＪＲ常磐線,南柏,3,24000000,3LDK,201108,158,120.89,50,100,139.95715,35.82587,8.673972603,8.673972603,2.702078587,2,4.5
1165,2020/4/1,あかね町,ＪＲ常磐線,柏,20,33800000,3LDK,202002,188.42,109.73,60,100,139.97855,35.84998,0.164383562,0.164383562,10.16591168,1.666666667,4.5
1166,2020/4/1,松葉町2丁目,つくばエクスプレス,柏の葉キャンパス,26,26900000,4LDK,201910,108.28,96.79,50,100,139.97899,35.88592,0.501369863,0.501369863,25.30289327,2,5.5
1167,2020/4/1,新富町2丁目,東武野田線,豊四季,18,27990000,5LDK,201911,129.61,107.75,50,100,139.95262,35.85528,0.416438356,0.416438356,18.34506647,2,6.5
1168,2020/4/1,東3丁目,ＪＲ常磐線,柏,19,27800000,3LDK,202001,103.02,92.73,50,100,139.98206,35.85414,0.249315068,0.249315068,9.657616099,2,4.5
1169,2020/4/1,西原5丁目,東武野田線,初石,13,33900000,5LDK,202005,133.25,116.65,60,150,139.91978,35.89122,0.082191781,0.082191781,13.12393988,2.5,6.5
1170,2020/4/1,西原5丁目,東武野田線,江戸川台,14,29900000,5LDK,202007,126.56,116.65,60,150,139.91978,35.89122,0.249315068,0.249315068,13.92614883,2.5,6.5
1171,2020/4/1,加賀3丁目,東武野田線,増尾,5,29800000,5LDK,198706,595.06,161.27,60,150,139.97319,35.83008,32.85753425,34.50041096,5.119473599,2.5,6.5
1172,2020/4/1,大島田,東武野田線,逆井,34,21800000,4LDK,201911,144.92,96.05,60,150,140.0128,35.83577,0.416438356,0.416438356,34.71834855,2.5,5.5
1173,2020/4/1,逆井4丁目,東武野田線,逆井,11,12800000,4LDK,197910,139.32,104.1,50,100,139.97916,35.8198,40.52876712,42.55520548,11.23240688,2,5.5
1174,2020/4/1,青葉台1丁目,ＪＲ常磐線,南柏,1,30980000,4LDK,201908,168.95,102.98,60,160,139.96272,35.81493,0.668493151,0.668493151,0.900692862,2.666666667,5.5
1175,2020/4/1,増尾台2丁目,東武野田線,増尾,10,28800000,4LDK,201907,125.46,104.49,50,100,139.9711,35.82467,0.753424658,0.753424658,10.2389472,2,5.5
1176,2020/4/1,高柳,東武野田線,高柳,9,21300000,4LDK,201906,120.05,100.41,50,100,139.99794,35.8078,0.835616438,0.835616438,9.197022119,2,5.5
1177,2020/4/1,大井,東武野田線,柏,6,21400000,4LDK,202008,163.26,102.67,60,150,140.00441,35.85015,0.334246575,0.334246575,3.049773505,2.5,5.5
1178,2020/4/1,西柏台1丁目,東武野田線,初石,14,59800000,5LDK,200307,410.04,272.35,60,150,139.92465,35.88567,16.76438356,17.60260274,14.13347372,2.5,6.5
1179,2020/4/1,東3丁目,ＪＲ常磐線,柏,19,27800000,3LDK,202002,105.01,92.73,50,100,139.98206,35.85414,0.164383562,0.164383562,9.657616099,2,4.5
1180,2020/4/1,花野井,つくばエクスプレス,柏の葉キャンパス,12,31000000,3LDK,201908,104.93,99.36,50,100,139.97424,35.89674,0.668493151,0.668493151,11.67825843,2,4.5
1181,2020/4/1,大室,つくばエクスプレス,柏の葉キャンパス,19,16800000,5LDK,199808,136.75,140.66,60,200,139.96175,35.91197,21.68219178,22.76630137,18.49057585,3.333333333,6.5
1182,2020/4/1,名戸ケ谷1丁目,東武野田線,新柏,15,26800000,4LDK,202002,137.29,137.29,50,100,139.97609,35.8456,0.164383562,0.164383562,15.07996995,2,5.5
1183,2020/4/1,西原1丁目,東武野田線,江戸川台,5,29800000,4LDK,202002,136.64,105.99,50,100,139.91588,35.89653,0.164383562,0.164383562,4.973624581,2,5.5
1184,2020/4/1,東中新宿3丁目,東武野田線,新柏,19,26900000,4LDK,202001,123.04,103.5,50,100,139.96339,35.82977,0.249315068,0.249315068,19.10129527,2,5.5
1185,2020/4/1,高柳,東武野田線,高柳,9,21300000,4LDK,201904,120.05,100.44,50,100,139.99794,35.8078,1.002739726,1.002739726,9.197022119,2,5.5
1186,2020/4/1,篠籠田,東武野田線,豊四季,16,25800000,3LDK,201911,94.38,96.04,70,200,139.94336,35.86812,0.416438356,0.416438356,16.30672576,2.857142857,4.5
1187,2020/4/1,増尾5丁目,東武野田線,増尾,11,21800000,4LDK,201912,113.67,98.01,50,100,139.98471,35.83187,0.334246575,0.334246575,11.26284192,2,5.5
1188,2020/4/1,若柴,つくばエクスプレス,柏の葉キャンパス,15,11900000,4LDK,198804,105.91,89.84,60,200,139.95399,35.89166,32.02191781,33.6230137,14.59782304,3.333333333,5.5
